filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perc_mean,perc_var,tempo,mfcc_m1,mfcc_v1,mfcc_m2,mfcc_v2,mfcc_m3,mfcc_v3,mfcc_m4,mfcc_v4,mfcc_m5,mfcc_v5,mfcc_m6,mfcc_v6,mfcc_m7,mfcc_v7,mfcc_m8,mfcc_v8,mfcc_m9,mfcc_v9,mfcc_m10,mfcc_v10,mfcc_m11,mfcc_v11,mfcc_m12,mfcc_v12,mfcc_m13,mfcc_v13,mfcc_m14,mfcc_v14,mfcc_m15,mfcc_v15,mfcc_m16,mfcc_v16,mfcc_m17,mfcc_v17,mfcc_m18,mfcc_v18,mfcc_m19,mfcc_v19,mfcc_m20,mfcc_v20,label
南邊的風.wav,0.2846677899360657,0.0935177356004715,0.04293341562151909,0.0003242348902858794,1253.8860965625993,978811.4287078375,1646.5319142860278,509537.8772766521,2323.860947930776,4343517.769622974,0.0515646919746517,0.00338647920907519,7.330800144700333e-07,0.0014803505036979914,-1.9844014786940534e-07,0.0003505926870275289,129.19921875,-353.4830627441406,5989.56494140625,146.95030212402344,3100.16748046875,33.35777282714844,716.5049438476562,15.81100082397461,581.8740234375,-4.105400085449219,357.0292663574219,-6.289430618286133,310.7295837402344,-10.16976547241211,223.03163146972656,-2.037222146987915,167.09483337402344,-20.287338256835938,293.3406982421875,-0.37653878331184387,259.7916564941406,-15.961700439453125,163.04248046875,-4.570570468902588,164.9507293701172,-13.07834243774414,170.73045349121094,-8.066965103149414,127.87227630615234,-5.807985782623291,137.98126220703125,-4.989666938781738,119.67477416992188,-13.947813987731934,99.77598571777344,-4.64069128036499,118.9109878540039,-8.689367294311523,109.34021759033203,-1.9143043756484985,118.13923645019531,DPP
厝內的春光.wav,0.27455511689186096,0.08938722312450409,0.1574985831975937,0.0023954189382493496,1627.4546314590987,899613.9299271705,2277.3387119494882,620651.9947263662,3631.2363757437597,6494057.520393915,0.052486455108359135,0.002408857117238174,7.161092071328312e-06,0.019574446603655815,0.0001187225934700109,0.0031429689843207598,129.19921875,-186.09326171875,4788.7919921875,123.75345611572266,1941.19189453125,34.046939849853516,605.35205078125,19.75560760498047,558.779296875,12.138237953186035,158.52008056640625,11.682753562927246,149.8660430908203,3.417020797729492,91.96852111816406,1.1175000667572021,94.29456329345703,-5.595842361450195,79.5583724975586,-1.398236870765686,79.22007751464844,-10.562098503112793,71.36876678466797,-4.313924789428711,62.650062561035156,-7.234789848327637,69.3796615600586,-0.9687740206718445,71.23163604736328,-11.63630485534668,62.03358459472656,-2.3983280658721924,92.29236602783203,-14.883262634277344,110.98677825927734,-2.691005229949951,93.80644226074219,-11.3963041305542,141.8473358154297,-2.0585615634918213,113.62454223632812,DPP
去海邊.wav,0.2040383517742157,0.08685488253831863,0.1252155303955078,0.0014463452389463782,1200.7974187581913,592763.441634105,1687.299402453396,540052.2857249135,2312.269351356908,3760797.7975251777,0.04345627539667183,0.0006492680434664013,-9.699339898361359e-06,0.016194293275475502,-4.59807415609248e-05,0.0002746005484368652,123.046875,-245.47227478027344,4553.23974609375,132.26962280273438,1875.38037109375,22.964069366455078,291.4745178222656,22.324628829956055,297.00274658203125,-2.697662353515625,110.09586334228516,11.086606979370117,166.26333618164062,-9.940030097961426,92.68602752685547,-9.271380424499512,73.37560272216797,-15.49306583404541,111.9688949584961,-11.616804122924805,137.71177673339844,-15.817328453063965,159.7309112548828,-4.872505187988281,101.94864654541016,-17.09221649169922,76.20692443847656,-6.023380279541016,75.99392700195312,-15.685770988464355,126.59629821777344,-9.379427909851074,88.2210693359375,-9.287697792053223,75.33781433105469,-5.6982622146606445,64.37870025634766,-12.362106323242188,98.19589233398438,-6.301168918609619,66.08306121826172,DPP
台北新故鄉.wav,0.31914854049682617,0.08795005083084106,0.14722348749637604,0.001085601281374693,1751.1111019600382,234716.3017991227,1896.787518462872,91117.6688224112,3555.2701684343556,987144.1130325499,0.10277942385835913,0.0018096647252609523,-3.6602423278964125e-06,0.017281433567404747,-2.4558112272643484e-05,0.001969805685803294,112.34714673913044,-132.1922149658203,1918.687744140625,118.78044891357422,481.743408203125,-15.261272430419922,289.74835205078125,55.336917877197266,179.32424926757812,-5.967645168304443,187.80844116210938,16.84157371520996,144.5902557373047,-5.230694770812988,103.82684326171875,16.517505645751953,101.57703399658203,-10.223849296569824,99.93074035644531,4.14859676361084,66.42943572998047,-6.003109455108643,53.315330505371094,4.331204891204834,60.8559455871582,-0.9366561770439148,52.487060546875,3.5289547443389893,52.626644134521484,-4.9983229637146,79.86842346191406,4.647268295288086,47.41334915161133,-2.317279815673828,41.88418960571289,3.641395330429077,92.66621398925781,2.392967462539673,87.96847534179688,4.258664131164551,119.05026245117188,DPP
台灣原住民組曲.wav,0.4647448658943176,0.07940930873155594,0.12551568448543549,0.0028260182589292526,2203.0376566377713,366664.3666156836,2511.6761052949128,185037.26867543705,4886.645451123501,2175426.37056195,0.08467560286861456,0.001609113896258395,6.0743518588424195e-06,0.007408408913761377,0.0001348756777588278,0.005140888504683971,89.10290948275862,-118.11396789550781,6018.82275390625,95.01741790771484,643.2481689453125,0.8533104062080383,619.5138549804688,28.148386001586914,342.9656066894531,3.209810256958008,431.91015625,9.250401496887207,182.92947387695312,5.539091110229492,133.31040954589844,11.0344820022583,81.25516510009766,-5.779227256774902,113.71343231201172,15.985708236694336,69.85204315185547,-0.8464404344558716,102.2969970703125,10.006718635559082,52.60432052612305,-3.1711878776550293,40.65439224243164,10.043615341186523,42.746124267578125,-3.3014755249023438,42.58095932006836,8.50383472442627,43.956966400146484,-8.149365425109863,47.080780029296875,11.338235855102539,40.684574127197266,-5.84456729888916,39.42357635498047,3.3540143966674805,31.395118713378906,DPP
台灣新人類.wav,0.4409067928791046,0.08930117636919022,0.08219025284051895,0.0012173661962151527,2178.758714194973,381138.79971116764,2327.695704855029,124403.42989665731,4632.438654943885,1641655.6950940767,0.09422014077012383,0.002476249356889552,-5.397280347096967e-06,0.002320874948054552,-7.264826308528427e-06,0.0033266975078731775,99.38401442307692,-151.52696228027344,4468.9150390625,97.26173400878906,621.2153930664062,-13.230011940002441,500.1668395996094,30.645776748657227,315.20355224609375,-2.015432596206665,349.2116394042969,12.162239074707031,195.69021606445312,-0.361982136964798,223.3536376953125,11.906641960144043,121.0213851928711,-9.44279956817627,100.79208374023438,11.190109252929688,111.19742584228516,-4.423321723937988,65.03228759765625,10.690974235534668,70.42835998535156,-2.5916707515716553,89.88737487792969,9.01496410369873,57.53036880493164,-6.082436561584473,61.340145111083984,5.261125564575195,46.53374099731445,-7.190187931060791,48.455726623535156,4.419142246246338,42.29491424560547,-7.846481800079346,54.55928421020508,1.4653304815292358,48.518062591552734,DPP
台灣花.wav,0.26158469915390015,0.09711113572120667,0.2580013871192932,0.008543368428945541,2000.7755220329104,1140656.4926342485,2411.321629015486,198805.54776676194,4393.615099077254,4147745.4650245938,0.06297732137674149,0.00609658494251638,-8.154702663887292e-05,0.06557676196098328,2.7028683689422905e-05,0.004112472757697105,151.99908088235293,-127.37892150878906,3696.717041015625,85.2436752319336,1506.3231201171875,22.440658569335938,292.29888916015625,43.61399459838867,535.929931640625,13.600350379943848,266.74041748046875,13.257156372070312,120.05741882324219,-5.229859352111816,166.2501983642578,7.3917317390441895,126.94024658203125,-10.725831985473633,89.27025604248047,6.142369747161865,156.35292053222656,-12.522788047790527,97.04896545410156,1.4155024290084839,90.30078125,-17.391468048095703,71.73274993896484,-4.0884108543396,73.75084686279297,-9.579045295715332,58.23738479614258,-3.438246011734009,58.709049224853516,-8.594135284423828,52.46055603027344,-3.1610164642333984,63.89502716064453,-13.346111297607422,64.9832534790039,-4.761582851409912,79.3374252319336,DPP
台灣隊長.wav,0.5124692320823669,0.08385877311229706,0.26897192001342773,0.005998716223984957,2355.784920244171,750755.1911922887,2438.574815202735,181770.32262581427,4930.786850873162,2727623.8541525966,0.08011138254643962,0.0035251792381776653,-9.649889761931263e-06,0.04643131047487259,5.759035411756486e-05,0.019131531938910484,117.45383522727273,-48.09626770019531,2470.72705078125,87.13804626464844,876.6453247070312,-7.358193397521973,609.884033203125,31.573604583740234,261.6516418457031,4.879464626312256,290.58203125,16.30013084411621,181.22885131835938,1.8993462324142456,122.23226928710938,18.090892791748047,80.69979095458984,-7.7794904708862305,79.41436767578125,12.530176162719727,67.8320083618164,-1.5433502197265625,64.90351104736328,9.55440902709961,83.8439712524414,1.1020400524139404,61.06843185424805,7.784679412841797,53.87333297729492,-2.8672237396240234,50.64726638793945,10.62921142578125,47.6977424621582,-5.046178340911865,47.06697463989258,6.490199565887451,39.744327545166016,-2.4603922367095947,45.228675842285156,5.440873622894287,48.366207122802734,DPP
呷飽未.wav,0.3382526934146881,0.09721988439559937,0.06108079105615616,0.0012680651852861047,1928.7375482735047,714840.2387826071,2225.835046455517,375596.56564383575,4194.141305267995,3717650.0146220145,0.07601201202109133,0.0025595796569696377,8.241930231633887e-07,0.0020581919234246016,-6.337329523375956e-06,0.0018615523586049676,123.046875,-242.2893829345703,12841.0712890625,100.7466049194336,1522.5330810546875,8.099123001098633,758.6969604492188,36.249977111816406,396.1197204589844,4.164719104766846,250.0000457763672,4.161144733428955,344.37139892578125,3.7777843475341797,141.53564453125,7.354371070861816,136.3263397216797,-8.686975479125977,151.89210510253906,8.917529106140137,104.09203338623047,-10.584518432617188,169.47218322753906,6.883711338043213,103.05167388916016,-12.858976364135742,94.4849624633789,-2.6103203296661377,80.70771789550781,-7.8912506103515625,58.90557098388672,-2.9686009883880615,86.86334228515625,-8.405843734741211,67.1845703125,-0.3844517469406128,84.0401840209961,-7.007162570953369,65.84671020507812,0.9005929231643677,103.57828521728516,DPP
咱攏坐著同只船.wav,0.31338685750961304,0.08863183856010437,0.0760883167386055,0.0007857779855839908,2089.115210559506,481451.4319715234,2151.7424266191383,131814.46812021773,4198.991275940886,1737020.0565023187,0.10598764330979102,0.0029874991931093412,-4.330601768742781e-06,0.004382191691547632,-7.051006377878366e-06,0.0009554226417094469,95.703125,-161.2040252685547,2662.280517578125,100.45481872558594,710.3972778320312,-19.91464614868164,323.1865234375,41.25666809082031,192.22000122070312,4.896807670593262,191.0799560546875,8.569512367248535,82.71354675292969,-6.8977861404418945,69.2614974975586,14.5051908493042,75.47249603271484,-7.998452663421631,70.36023712158203,2.591810941696167,96.7489013671875,-9.474397659301758,69.9763412475586,1.9481786489486694,100.96617126464844,-9.66947078704834,66.93954467773438,1.3603579998016357,66.88269805908203,-8.870759963989258,62.69926834106445,2.5041627883911133,56.07170486450195,-8.87852954864502,59.909732818603516,3.344665288925171,44.9351921081543,-3.951521158218384,43.17333221435547,10.070392608642578,49.68903350830078,DPP
